도서명,저자,출판사,장르(KDC),1순위_장르보정점수,2순위_지역특화점수,3순위_AI체급점수,🔥최종종합점수,AI분석소평
"아빠 자판기 :아빠, 사랑, 딸, 놀이 ",글·그림: 조경희,노란돼지,800번대,33.5,49.5,89.8,60.8,전국구 베스트셀러 작가(글·조경희)의 신작입니다. 대표 출판사(노란돼지)의 수매 신뢰도가 높습니다.
친구 자판기 ,글·그림: 조경희,노란돼지,800번대,33.5,49.5,89.8,60.8,전국구 베스트셀러 작가(글·조경희)의 신작입니다. 대표 출판사(노란돼지)의 수매 신뢰도가 높습니다.
달러 이후의 질서 :트럼프 경제 패권의 미래 ,케네스 로고프 지음 ;노승영 옮김,윌북,300번대,70.4,38.5,70.1,60.7,대출 실적이 있는 저자(케네스 로고프 지음)입니다. 출판 이력이 있는 출판사(윌북)입니다.
비트코인 없는 미래는 없다 :세계 최초 화폐철학과의 비밀노트 ,"오태민,김유정 지음",거인의 정원,300번대,70.4,38.5,70.1,60.7,대출 실적이 있는 저자(오태민)입니다. 출판 이력이 있는 출판사(거인의 정원)입니다.
이중 하나는 거짓말 :김애란 장편소설 ,지은이: 김애란,문학동네,800번대,33.5,49.5,89.6,60.7,전국구 베스트셀러 작가(김애란)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
대도시의 사랑법 :박상영 연작소설 ,지은이: 박상영,창비,800번대,33.5,49.5,89.5,60.7,전국구 베스트셀러 작가(박상영)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
단 한 번의 삶 ,지은이: 김영하,복복서가,800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(김영하)의 신작입니다. 대표 출판사(복복서가)의 수매 신뢰도가 높습니다.
안녕이라 그랬어 :김애란 소설 ,지은이: 김애란,문학동네,800번대,33.5,49.5,89.6,60.7,전국구 베스트셀러 작가(김애란)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(손원평 만물상 그림)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
기분이 태도가 되지 말자 :감정조절이 필요한 당신을 위한 책 ,김수현 지음,H(하이스트 출판사),800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(김수현 지음)의 신작입니다. 대표 출판사(H(하이스트 출판사))의 수매 신뢰도가 높습니다.
상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상,800번대,33.5,49.5,89.5,60.7,전국구 베스트셀러 작가(무라카미 하루키)의 신작입니다. 대표 출판사(문학사상)의 수매 신뢰도가 높습니다.
일의 감각 =Work and sense ,지은이: 조수용,B미디어컴퍼니,300번대,70.4,38.5,70.0,60.7,대출 실적이 있는 저자(조수용)입니다. 출판 이력이 있는 출판사(B미디어컴퍼니)입니다.
위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(손원평 만물상 그림)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
바깥은 여름 :김애란 소설 ,지은이: 김애란,문학동네,800번대,33.5,49.5,89.6,60.7,전국구 베스트셀러 작가(김애란)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
보편의 단어,이기주,말글터,800번대,33.5,49.5,89.5,60.7,전국구 베스트셀러 작가(이기주)의 신작입니다. 대표 출판사(말글터)의 수매 신뢰도가 높습니다.
위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(손원평 만물상 그림)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(손원평 만물상 그림)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
"여기는 커스터드, 특별한 도시락을 팝니다 ",가토 겐 지음 ;양지윤 옮김,필름(필름 출판사),800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(가토 겐 지음)의 신작입니다. 대표 출판사(필름(필름 출판사))의 수매 신뢰도가 높습니다.
위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(손원평 만물상 그림)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
"어느 날, 내 죽음에 네가 들어왔다 ",세이카 료겐 지음 ;김윤경 옮김,바이포엠 스튜디오,800번대,33.5,49.5,89.6,60.7,전국구 베스트셀러 작가(세이카 료겐 지음)의 신작입니다. 대표 출판사(바이포엠 스튜디오)의 수매 신뢰도가 높습니다.
위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(손원평 만물상 그림)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
작별인사 :김영하 장편소설 ,지은이: 김영하,복복서가,800번대,33.5,49.5,89.4,60.7,전국구 베스트셀러 작가(김영하)의 신작입니다. 대표 출판사(복복서가)의 수매 신뢰도가 높습니다.
(설민석의) 만만 한국사 :재미 만점★효과 만점★한국사 만화 ,"글: 설민석,그림: 김덕영",미래엔,900번대,55.4,32.9,85.5,60.7,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
언어의 온도 :말과 글에는 나름의 따뜻함과 차가움이 있다 ,지은이: 이기주,말글터,800번대,33.5,49.5,89.5,60.7,전국구 베스트셀러 작가(이기주)의 신작입니다. 대표 출판사(말글터)의 수매 신뢰도가 높습니다.
흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(최재훈 정주연 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(최재훈 정주연 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘 ,아르투어 쇼펜하우어 지음 ;김욱 편역,콘텐츠그룹 포레스트,100번대,62.5,32.6,80.3,60.6,대출 실적이 있는 저자(아르투어 쇼펜하우어 지음)입니다. 출판 이력이 있는 출판사(콘텐츠그룹 포레스트)입니다.
데미안 ,지은이: 헤르만 헤세 ;옮긴이: 전영애,민음사,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(헤르만 헤세)의 신작입니다. 대표 출판사(민음사)의 수매 신뢰도가 높습니다.
곰탕 :김영탁 장편소설 ,지은이: 김영탁,Arte(아르테),800번대,33.5,49.5,89.3,60.6,전국구 베스트셀러 작가(김영탁)의 신작입니다. 대표 출판사(Arte(아르테))의 수매 신뢰도가 높습니다.
흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(최재훈 정주연 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(최재훈 정주연 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
바삭바삭 갈매기 ,전민걸 글·그림,한림출판사,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(전민걸 글·그림)의 신작입니다. 대표 출판사(한림출판사)의 수매 신뢰도가 높습니다.
흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(최재훈 정주연 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
용선생 만화 한국사: ,"글: 정상민,주성윤",사회평론,900번대,55.4,32.9,85.3,60.6,전국구 베스트셀러 작가(정상민)의 신작입니다. 대표 출판사(사회평론)의 수매 신뢰도가 높습니다.
곰탕 :김영탁 장편소설 ,지은이: 김영탁,Arte(아르테),800번대,33.5,49.5,89.3,60.6,전국구 베스트셀러 작가(김영탁)의 신작입니다. 대표 출판사(Arte(아르테))의 수매 신뢰도가 높습니다.
"행복의 기원 :생존과 번식, 행복은 진화의 산물이다 ",서은국 지음,21세기북스(북이십일 21세기북스),100번대,62.5,32.6,80.2,60.6,전국구 베스트셀러 작가(서은국 지음)의 신작입니다. 출판 이력이 있는 출판사(21세기북스(북이십일 21세기북스))입니다.
봉제인형 살인사건 :다니엘 콜 장편소설 ,저자: 다니엘 콜 ;옮긴이: 유혜인,Book plaza(북플라자),800번대,33.5,49.5,89.3,60.6,전국구 베스트셀러 작가(다니엘 콜)의 신작입니다. 대표 출판사(Book plaza(북플라자))의 수매 신뢰도가 높습니다.
흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(최재훈 정주연 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(최재훈 정주연 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,800번대,33.5,49.5,89.2,60.6,전국구 베스트셀러 작가(최재훈 정주연 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
당연하게도 나는 너를 :이꽃님 장편소설 ,지은이: 이꽃님,우리학교,800번대,33.5,49.5,89.0,60.5,전국구 베스트셀러 작가(이꽃님)의 신작입니다. 대표 출판사(우리학교)의 수매 신뢰도가 높습니다.
강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(권정생)의 신작입니다. 출판 이력이 있는 출판사(길벗어린이)입니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
당근 유치원 ,지은이: 안녕달,창비,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(안녕달)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
건전지 아빠 :전승배·강인숙 그림책 ,"지은이: 전승배,강인숙",창비,800번대,33.5,49.5,89.0,60.5,전국구 베스트셀러 작가(전승배)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
별에게 :안녕달 그림책 ,지은이: 안녕달,창비,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(안녕달)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
죽이고 싶은 아이 :이꽃님 장편소설 ,지은이: 이꽃님,우리학교,800번대,33.5,49.5,89.0,60.5,전국구 베스트셀러 작가(이꽃님)의 신작입니다. 대표 출판사(우리학교)의 수매 신뢰도가 높습니다.
죽이고 싶은 아이 :이꽃님 장편소설,지은이: 이꽃님,우리학교,800번대,33.5,49.5,89.0,60.5,전국구 베스트셀러 작가(이꽃님)의 신작입니다. 대표 출판사(우리학교)의 수매 신뢰도가 높습니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
할머니의 여름휴가,안녕달,창비,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(안녕달)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
수박 수영장 :안녕달 그림책 ,지은이: 안녕달,창비,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(안녕달)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
당근 할머니 :안녕달 그림책 ,지은이: 안녕달,창비,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(안녕달)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
바다가 들리는 편의점 ,마치다 소노코 지음 ;황국영 옮김,바이포엠 스튜디오,800번대,33.5,49.5,89.0,60.5,전국구 베스트셀러 작가(마치다 소노코 지음)의 신작입니다. 대표 출판사(바이포엠 스튜디오)의 수매 신뢰도가 높습니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
아주 세속적인 지혜 :400년 동안 사랑받은 인생의 고전 ,발타자르 그라시안 지음 ;강정선 옮김,Page2(페이지2북스),100번대,62.5,32.6,79.8,60.5,대출 실적이 있는 저자(발타자르 그라시안 지음)입니다. 출판 이력이 있는 출판사(Page2(페이지2북스))입니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
눈아이 :안녕달 그림책 ,지은이: 안녕달,창비,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(안녕달)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
캔들차트 하나로 끝내는 추세추종 투자 :주식 매수 매도 타이밍을 읽는 눈 ,성승현 지음,포르체,300번대,70.4,38.5,69.6,60.5,대출 실적이 있는 저자(성승현 지음)입니다. 출판 이력이 있는 출판사(포르체)입니다.
낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(홍민정 김무연 그림)의 신작입니다. 대표 출판사(다산북스)의 수매 신뢰도가 높습니다.
토지 :박경리 대하소설,지은이: 박경리,마로니에북스,800번대,33.5,49.5,88.9,60.5,전국구 베스트셀러 작가(박경리)의 신작입니다. 대표 출판사(마로니에북스)의 수매 신뢰도가 높습니다.
내가 없던 어느 밤에 :이꽃님 장편소설 ,지은이: 이꽃님,우리학교,800번대,33.5,49.5,89.0,60.5,전국구 베스트셀러 작가(이꽃님)의 신작입니다. 대표 출판사(우리학교)의 수매 신뢰도가 높습니다.
겨울 이불 :안녕달 그림책 ,지은이: 안녕달,창비,800번대,33.5,49.5,89.1,60.5,전국구 베스트셀러 작가(안녕달)의 신작입니다. 대표 출판사(창비)의 수매 신뢰도가 높습니다.
브로콜리지만 사랑받고 싶어 ,"별다름,서영 그림",키다리,800번대,33.5,49.5,88.7,60.4,전국구 베스트셀러 작가(별다름)의 신작입니다. 대표 출판사(키다리)의 수매 신뢰도가 높습니다.
용선생 처음 한국사 ,글: 사회평론 역사연구소 ;윤효식,사회평론,900번대,55.4,32.9,84.7,60.4,전국구 베스트셀러 작가(사회평론 역사연구소)의 신작입니다. 대표 출판사(사회평론)의 수매 신뢰도가 높습니다.
죽고 싶지만 떡볶이는 먹고 싶어 :백세희 에세이 ,지은이: 백세희,흔,800번대,33.5,49.5,88.8,60.4,전국구 베스트셀러 작가(백세희)의 신작입니다. 대표 출판사(흔)의 수매 신뢰도가 높습니다.
기억 전달자,로이스 로리 글;장은수 옮김,비룡소,800번대,33.5,49.5,88.7,60.4,전국구 베스트셀러 작가(로이스 로리 장은수 옮김)의 신작입니다. 대표 출판사(비룡소)의 수매 신뢰도가 높습니다.
고구마구마 ,지은이: 사이다,반달,800번대,33.5,49.5,88.8,60.4,전국구 베스트셀러 작가(사이다)의 신작입니다. 대표 출판사(반달)의 수매 신뢰도가 높습니다.
메리골드 마음 사진관 =윤정은 장편소설 /Marigold mind photo studio ,글: 윤정은,책읽어주는남자,800번대,33.5,49.5,88.7,60.4,전국구 베스트셀러 작가(윤정은)의 신작입니다. 출판 이력이 있는 출판사(책읽어주는남자)입니다.
애쓰지 않아도 :최은영 짧은 소설 ,지은이: 최은영 ;그린이: 김세희,마음산책,800번대,33.5,49.5,88.8,60.4,전국구 베스트셀러 작가(최은영)의 신작입니다. 출판 이력이 있는 출판사(마음산책)입니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
언제나 다정 죽집 ,우신영 글 ;서영 그림,비룡소,800번대,33.5,49.5,88.6,60.3,전국구 베스트셀러 작가(우신영 서영 그림)의 신작입니다. 대표 출판사(비룡소)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 국어 찾기 :슈뻘맨과 함께 국어 완전 정복!,슈뻘맨 원작 ;류수형 그림,미래엔,700번대,63.3,30.3,80.6,60.3,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 출판 이력이 있는 출판사(미래엔)입니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
슈뻘맨의 숨은 국어 찾기 :슈뻘맨과 함께 국어 완전 정복!,슈뻘맨 원작 ;류수형 그림,미래엔,700번대,63.3,30.3,80.6,60.3,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 출판 이력이 있는 출판사(미래엔)입니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
이토록 평범한 미래 :김연수 소설 ,지은이: 김연수,문학동네,800번대,33.5,49.5,88.5,60.3,전국구 베스트셀러 작가(김연수)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,300번대,70.4,38.5,69.0,60.3,대출 실적이 있는 저자(백앤아)입니다. 출판 이력이 있는 출판사(샌드박스네트워크)입니다.
인간 실격,다자이 오사무 지음;김춘미 옮김,민음사,800번대,33.5,49.5,88.4,60.3,전국구 베스트셀러 작가(다자이 오사무 지음)의 신작입니다. 대표 출판사(민음사)의 수매 신뢰도가 높습니다.
메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry ,글: 윤정은,북로망스,800번대,33.5,49.5,88.3,60.2,전국구 베스트셀러 작가(윤정은)의 신작입니다. 대표 출판사(북로망스)의 수매 신뢰도가 높습니다.
리보와 앤 :아무도 오지 않는 도서관의 두 로봇 ,어윤정 글 ;해마 그림,문학동네,800번대,33.5,49.5,88.2,60.2,전국구 베스트셀러 작가(어윤정 해마 그림)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
허송세월 :김훈 산문 ,지은이: 김훈,나남,800번대,33.5,49.5,87.9,60.1,전국구 베스트셀러 작가(김훈)의 신작입니다. 대표 출판사(나남)의 수매 신뢰도가 높습니다.
작별하지 않는다 :한강 장편소설 ,지은이: 한강,문학동네,800번대,33.5,49.5,88.1,60.1,전국구 베스트셀러 작가(한강)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
희랍어 시간 :한강 장편소설 ,지은이: 한강,문학동네,800번대,33.5,49.5,88.1,60.1,전국구 베스트셀러 작가(한강)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
긴긴밤 ,루리 글·그림,문학동네,800번대,33.5,49.5,88.1,60.1,전국구 베스트셀러 작가(루리 글·그림)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
한강 ,지은이: 한강,문학동네,800번대,33.5,49.5,88.1,60.1,전국구 베스트셀러 작가(한강)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
완전한 행복 :정유정 장편소설 ,지은이: 정유정,은행나무,800번대,33.5,49.5,88.0,60.1,전국구 베스트셀러 작가(정유정)의 신작입니다. 대표 출판사(은행나무)의 수매 신뢰도가 높습니다.
검은 사슴 :한강 장편소설 ,지은이: 한강,문학동네,800번대,33.5,49.5,88.1,60.1,전국구 베스트셀러 작가(한강)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
28 :정유정 장편소설 ,지은이: 정유정,은행나무,800번대,33.5,49.5,88.0,60.1,전국구 베스트셀러 작가(정유정)의 신작입니다. 대표 출판사(은행나무)의 수매 신뢰도가 높습니다.
난장이가 쏘아올린 작은 공:조세희 소설집,조세희,이성과 힘,800번대,33.5,49.5,88.0,60.1,전국구 베스트셀러 작가(조세희)의 신작입니다. 대표 출판사(이성과 힘)의 수매 신뢰도가 높습니다.
나나 올리브에게 ,루리 글·그림,문학동네,800번대,33.5,49.5,88.1,60.1,전국구 베스트셀러 작가(루리 글·그림)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
영원한 천국 :정유정 장편소설 ,지은이: 정유정,은행나무,800번대,33.5,49.5,88.0,60.1,전국구 베스트셀러 작가(정유정)의 신작입니다. 대표 출판사(은행나무)의 수매 신뢰도가 높습니다.
내 심장을 쏴라 :정유정 장편소설 ,지은이: 정유정,은행나무,800번대,33.5,49.5,88.0,60.1,전국구 베스트셀러 작가(정유정)의 신작입니다. 대표 출판사(은행나무)의 수매 신뢰도가 높습니다.
7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,800번대,33.5,49.5,88.0,60.1,전국구 베스트셀러 작가(정유정)의 신작입니다. 대표 출판사(은행나무)의 수매 신뢰도가 높습니다.
흰 :한강 소설 ,지은이: 한강,문학동네,800번대,33.5,49.5,88.1,60.1,전국구 베스트셀러 작가(한강)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
흰 :한강 소설 ,지은이: 한강,문학동네,800번대,33.5,49.5,88.1,60.1,전국구 베스트셀러 작가(한강)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
"진이, 지니 :정유정 장편소설 ",지은이: 정유정,은행나무,800번대,33.5,49.5,88.0,60.1,전국구 베스트셀러 작가(정유정)의 신작입니다. 대표 출판사(은행나무)의 수매 신뢰도가 높습니다.
종의 기원 =정유정 장편소설 /The origin of species ,지은이: 정유정,은행나무,800번대,33.5,49.5,88.0,60.1,전국구 베스트셀러 작가(정유정)의 신작입니다. 대표 출판사(은행나무)의 수매 신뢰도가 높습니다.
"질투는 아웃, 야구 장갑! :유설화 그림책 ",유설화,책읽는곰,800번대,33.5,49.5,87.7,60.0,전국구 베스트셀러 작가(유설화)의 신작입니다. 대표 출판사(책읽는곰)의 수매 신뢰도가 높습니다.
내 멋대로 나 뽑기 ,최은옥 글 ;김무연 그림,김영사,800번대,33.5,49.5,87.8,60.0,전국구 베스트셀러 작가(최은옥 김무연 그림)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
(내 멋대로) 친구 뽑기 ,최은옥 글 ;김무연 그림,김영사,800번대,33.5,49.5,87.8,60.0,전국구 베스트셀러 작가(최은옥 김무연 그림)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
"AGI, 천사인가 악마인가 :인간의 마지막 질문 ",김대식 지음,동아시아,300번대,70.4,38.5,68.4,60.0,대출 실적이 있는 저자(김대식 지음)입니다. 출판 이력이 있는 출판사(동아시아)입니다.
내 멋대로 급식 뽑기 ,최은옥 글 ;김무연 그림,김영사,800번대,33.5,49.5,87.8,60.0,전국구 베스트셀러 작가(최은옥 김무연 그림)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
"밤과 나침반 :목표는 크게, 실행은 작게 ",하와이 대저택 지음,논픽션,300번대,70.4,38.5,68.3,60.0,대출 실적이 있는 저자(하와이 대저택 지음)입니다. 출판 이력이 있는 출판사(논픽션)입니다.
"네 꿈을 응원해, 권투 장갑! :유설화 그림책 ",유설화,책읽는곰,800번대,33.5,49.5,87.7,60.0,전국구 베스트셀러 작가(유설화)의 신작입니다. 대표 출판사(책읽는곰)의 수매 신뢰도가 높습니다.
감정의 이해 ,엠마 헵번 지음 ;김나연 옮김,콘텐츠그룹 포레스트,100번대,62.5,32.6,78.6,60.0,대출 실적이 있는 저자(엠마 헵번 지음)입니다. 출판 이력이 있는 출판사(콘텐츠그룹 포레스트)입니다.
호랭면 :김지안 그림책 ,지은이: 김지안,M창비(미디어창비),800번대,33.5,49.5,87.7,60.0,전국구 베스트셀러 작가(김지안)의 신작입니다. 대표 출판사(M창비(미디어창비))의 수매 신뢰도가 높습니다.
연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,800번대,33.5,49.5,87.7,60.0,전국구 베스트셀러 작가(파울로 코엘료 지음)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
고백해도 되는 타이밍 :황영미 장편소설 ,지은이: 황영미,우리학교,800번대,33.5,49.5,87.7,60.0,전국구 베스트셀러 작가(황영미)의 신작입니다. 대표 출판사(우리학교)의 수매 신뢰도가 높습니다.
