도서명,저자,출판사,장르(KDC),1순위_장르보정점수,2순위_지역특화점수,3순위_AI체급점수,🔥최종종합점수,AI분석소평
"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기 ",룰루 밀러 지음 ;정지인 옮김,곰출판,400번대,100.0,100.0,97.2,98.9,전국구 베스트셀러 작가(룰루 밀러 지음)의 신작입니다. 대표 출판사(곰출판)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,400번대,100.0,100.0,93.7,97.5,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,400번대,100.0,100.0,92.9,97.2,전국구 베스트셀러 작가(글·신태훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,400번대,100.0,100.0,92.1,96.8,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(김영사)의 수매 신뢰도가 높습니다.
에그박사의 닮은꼴 사파리 :전격비교관찰 생물도감 ,에그박사 지음 ;유남영 그림,다락원,400번대,100.0,100.0,90.9,96.4,전국구 베스트셀러 작가(에그박사 지음)의 신작입니다. 출판 이력이 있는 출판사(다락원)입니다.
놓지 마 과학! 7 - 정신이 모험에 정신 놓다,신태훈|나승훈,위즈덤하우스,400번대,100.0,100.0,90.4,96.2,전국구 베스트셀러 작가(신태훈|나승훈)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사와 공룡 에그 ,원작: 에그박사 ;그림: 도니패밀리,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,400번대,100.0,100.0,89.0,95.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
천문학자는 별을 보지 않는다 ,심채경 지음,문학동네,400번대,100.0,100.0,87.3,94.9,전국구 베스트셀러 작가(심채경 지음)의 신작입니다. 대표 출판사(문학동네)의 수매 신뢰도가 높습니다.
코스모스 :특별판 ,칼 세이건 지음 ;홍승수 옮김,사이언스북스,400번대,100.0,100.0,87.3,94.9,전국구 베스트셀러 작가(칼 세이건 지음)의 신작입니다. 출판 이력이 있는 출판사(사이언스북스)입니다.
수학 잘하는 아이는 이렇게 공부합니다 :수학이 어려운 엄마를 위한 전략적 학습 로드맵 ,류승재 지음,블루무스,400번대,100.0,100.0,86.9,94.8,전국구 베스트셀러 작가(류승재 지음)의 신작입니다. 대표 출판사(블루무스)의 수매 신뢰도가 높습니다.
에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,400번대,100.0,100.0,86.4,94.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(Mirae N 아이세움)의 수매 신뢰도가 높습니다.
에그박사의 이건 누구 똥?!,원작: 에그박사 ;그림: 김덕영,Mirae N 아이세움,400번대,100.0,100.0,86.4,94.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(Mirae N 아이세움)의 수매 신뢰도가 높습니다.
에그박사의 이건 누구 똥?!,원작: 에그박사 ;그림: 김덕영,Mirae N 아이세움,400번대,100.0,100.0,86.4,94.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(Mirae N 아이세움)의 수매 신뢰도가 높습니다.
에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,400번대,100.0,100.0,86.4,94.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(Mirae N 아이세움)의 수매 신뢰도가 높습니다.
에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,400번대,100.0,100.0,86.4,94.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(Mirae N 아이세움)의 수매 신뢰도가 높습니다.
에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,400번대,100.0,100.0,86.4,94.6,전국구 베스트셀러 작가(에그박사)의 신작입니다. 대표 출판사(Mirae N 아이세움)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,400번대,100.0,100.0,85.9,94.4,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,400번대,100.0,100.0,85.9,94.4,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,400번대,100.0,100.0,85.9,94.4,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,400번대,100.0,100.0,85.9,94.4,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,400번대,100.0,100.0,85.9,94.4,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,400번대,100.0,100.0,85.9,94.4,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,400번대,100.0,100.0,85.9,94.4,전국구 베스트셀러 작가(슈뻘맨 류수형 그림)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가? ,유시민 지음,돌베개,400번대,100.0,100.0,85.8,94.3,전국구 베스트셀러 작가(유시민 지음)의 신작입니다. 대표 출판사(돌베개)의 수매 신뢰도가 높습니다.
정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",아울북(북이십일 아울북),400번대,100.0,100.0,85.2,94.1,전국구 베스트셀러 작가(차유진)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",아울북(북이십일 아울북),400번대,100.0,100.0,85.2,94.1,전국구 베스트셀러 작가(차유진)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,400번대,100.0,100.0,83.3,93.3,전국구 베스트셀러 작가(곰돌이 co.)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
과자 사면 과학 드립니다 ,정윤선 글 ;시미씨 그림,풀빛,400번대,100.0,100.0,82.4,93.0,전국구 베스트셀러 작가(정윤선 시미씨 그림)의 신작입니다. 출판 이력이 있는 출판사(풀빛)입니다.
이기적 유전자 ,리처드 도킨스 지음 ;이상임 옮김,을유문화사,400번대,100.0,100.0,82.5,93.0,전국구 베스트셀러 작가(리처드 도킨스 지음)의 신작입니다. 대표 출판사(을유문화사)의 수매 신뢰도가 높습니다.
하늘과 바람과 별과 인간 :원자에서 인간까지 ,지은이: 김상욱,바다출판사,400번대,100.0,100.0,80.7,92.3,대출 실적이 있는 저자(김상욱)입니다. 출판 이력이 있는 출판사(바다출판사)입니다.
Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),400번대,100.0,100.0,80.5,92.2,전국구 베스트셀러 작가(조주희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),400번대,100.0,100.0,80.5,92.2,전국구 베스트셀러 작가(조주희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),400번대,100.0,100.0,80.5,92.2,전국구 베스트셀러 작가(조주희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
빨간내복야코 안 읽으면 완전 위험한 과학책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,400번대,100.0,100.0,80.5,92.2,전국구 베스트셀러 작가(빨간내복야코 이영아 그림)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
빨간내복야코 안 읽으면 완전 위험한 과학책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,400번대,100.0,100.0,80.5,92.2,전국구 베스트셀러 작가(빨간내복야코 이영아 그림)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),400번대,100.0,100.0,80.5,92.2,전국구 베스트셀러 작가(조주희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
빨간내복야코 안 읽으면 완전 위험한 과학책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,400번대,100.0,100.0,80.5,92.2,전국구 베스트셀러 작가(빨간내복야코 이영아 그림)의 신작입니다. 대표 출판사(위즈덤하우스)의 수매 신뢰도가 높습니다.
Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),400번대,100.0,100.0,80.5,92.2,전국구 베스트셀러 작가(조주희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 생물 찾기 :관찰하며 배우는 생물 지식,원작: 슈뻘맨 ;그림: 류수형,미래엔,400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(슈뻘맨)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
슈뻘맨의 숨은 생물 찾기 :관찰하며 배우는 생물 지식,원작: 슈뻘맨 ;그림: 류수형,미래엔,400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(슈뻘맨)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(김하연)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(김하연)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(김하연)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(김하연)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(김하연)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(김하연)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(김하연)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),400번대,100.0,100.0,79.1,91.6,전국구 베스트셀러 작가(김하연)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
