ISBN,bookname,authors,publisher,total_loans,best_rank,class_no,category
9791192759951 ,왔구마 :고구마구마,"글: 조주희,이두희",킨더랜드,11157,871,813.7,문학
9788954692526 ,각각의 계절 :권여선 소설 ,지은이: 권여선,문학동네,11055,171,813.7,문학
9788950941628 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),11049,864,219,비문학
9791168415324 ,에그박사의 이건 누구 똥?!,원작: 에그박사 ;그림: 김덕영,Mirae N 아이세움,11043,892,491,비문학
9791171712328 ,빨간내복야코 맞춤법 절대 안 틀리는 책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,10998,400,711,비문학
9791192504360 ,백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,10990,392,031,비문학
9788934990987 ,놓지 마 어휘 :한자어,"신태훈,나승훈 글·그림",김영사,10983,919,714,비문학
9791168341746 ,물질의 세계 :6가지 물질이 그려내는 인류 문명의 대서사시 ,에드 콘웨이 지음 ;이종인 옮김,인플루엔셜,10978,930,321.3,비문학
9788983927620 ,해리포터 :마법사의 돌 ,J.K. 롤링 지음 ;강동혁 옮김,문학수첩,10973,904,843.5,문학
9791196394509 ,죽고 싶지만 떡볶이는 먹고 싶어 :백세희 에세이 ,지은이: 백세희,흔,10963,375,818,문학
9791164138005 ,웃소,원작: 웃소 ;그림: 박강호,미래엔,10962,913,810,문학
9788936473242 ,소년이 온다 :한강 장편소설 ,지은이: 한강,창비,10943,301,813.62,문학
9791164139910 ,웃소,원작: 웃소 ;그림: 박강호,미래엔,10896,926,810,문학
9788949162584 ,찾기 대장 김지우 ,장희정 글 ;김무연 그림,비룡소,10876,885,813.7,문학
9791168090231 ,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,10856,935,510,비문학
9788949122076 ,언제나 다정 죽집 ,우신영 글 ;서영 그림,비룡소,10783,410,813.7,문학
9788986836240 ,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,10696,962,843,문학
9791171713417 ,빨간내복야코 안 읽으면 완전 위험한 과학책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,10691,257,400,비문학
9791193904152 ,행동은 불안을 이긴다 :의지박약과 만성적 미루기에서 벗어나는 아주 작은 행동 설계 ,롭 다이얼 지음 ;박영준 옮김,서삼독,10675,333,325.211,비문학
9788936429454 ,건전지 할머니 :강인숙·전승배 그림책 ,"지은이: 강인숙,전승배",창비,10596,238,813.7,문학
9791192389233 ,(뇌과학과 심리학으로 치유하는) 마음의 기술 :뇌를 이해하면 내 마음이 보인다 ,"안-엘렌 클레르,구영옥 옮김",상상스퀘어,10547,144,186.5,비문학
9791191056334 ,(한 번 배워서 평생 써먹는) 박곰희 투자법 ,박곰희 지음,인플루엔셜,10513,247,327.8,비문학
9791167902580 ,적산가옥의 유령 :조예은 소설 ,지은이: 조예은,H(현대문학),10511,382,813.7,문학
9791173113444 ,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,10487,374,388,비문학
9791199305304 ,자몽살구클럽,한로로 (HANRORO) (지은이),어센틱,10480,12,None,비문학
9791140702589 ,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게 ,정희원 지음,길벗,10430,195,511.1687,비문학
9791168341852 ,변비 탐정 실룩,이나영 글 ;박소연 그림,인플루엔셜,10429,432,813.7,문학
9791171178186 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,10380,420,711.4,비문학
9788965961956 ,숨결이 바람 될 때 :서른여섯 젊은 의사의 마지막 순간 ,폴 칼라니티 지음 ;이종인 옮김,흐름출판,10373,398,848,문학
9791168342682 ,그릿 =흔들리지 않고 무엇이든 해내는 마음근력 /GRIT ,지은이: 김주환,인플루엔셜,10360,462,373.4,비문학
9791171176458 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,10359,397,711.4,비문학
9788936429430 ,별에게 :안녕달 그림책 ,지은이: 안녕달,창비,10352,403,813.7,문학
9788932923413 ,꿀벌의 예언 :베르나르 베르베르 장편소설 ,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,10330,204,863,문학
9791173473869 ,흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,10323,175,813.5,문학
9791168091221 ,변호사 어벤저스 :어린이 법학 동화,글: 고희정 ;그림: 최미란,가나문화콘텐츠,10287,442,360,비문학
9791173470615 ,(흔한남매) 별난 세계 여행,흔한남매 원작 ;정주연 그림,미래엔,10286,327,980.2,비문학
9788955827590 ,거꾸로 토끼끼토 ,보람 글·그림,길벗어린이,10202,486,813.7,문학
9791191378573 ,"배당투자, 나는 50에 은퇴했다 :평생 월 1,000만 원씩 받아내는 '배당주' 입장권 ",쭈압 지음,체인지업(체인지업북스),10180,403,327.856,비문학
9791162041772 ,호랑이 빵집,글: 서지원 ;그림: 홍그림,지학사,10170,474,813.7,문학
9788925538297 ,스토너 ,지은이: 존 윌리엄스 ;옮긴이: 김승욱,RHK(알에이치코리아),10110,458,843.5,문학
9791194087700 ,류수영의 평생 레시피 :죽을 때까지 나를 먹여 살릴 '어남선생'의 쉽고 맛있는 집밥 ,지은이: 류수영 ;장혁준,세미콜론,10079,191,594.5,비문학
9791173320224 ,(흔한 남매) 세계사 탐험대,"원작: 흔한남매,그림: 팀키즈",김영사,10075,343,909,비문학
9788995563502 ,부의 인문학 :슈퍼리치의 서재에서 찾아낸 부자의 길 ,브라운스톤 지음,Openmind(오픈마인드),10058,512,327.04,비문학
9791168418554 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,10055,488,219,비문학
9791140714575 ,미술관에 간 할미 :짧게 읽고 오래 남는 모두의 명화수업 ,할미 지음,길벗,10046,210,650.4,비문학
9791158364823 ,몽글몽글 편의점 :김영진 그림책 ,김영진,책읽는곰,10044,412,813.7,문학
9791168417823 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,10014,483,219,비문학
9791171712670 ,반려 요괴,김영주 글 ;밤코 그림,위즈덤하우스,10006,446,813.7,문학
9791140710027 ,(원칙으로 수익 내는) 단타의 기술 =상위 1% 주식 트레이더가 지킨 단 하나의 투자 비법 /Rules of day trading ,원정연 지음,길벗,10003,493,327.856,비문학
9791193324486 ,하우스 메이드,프리다 맥파든 지음 ;정미정 옮김,Book Plaza(북플라자),9983,235,843.6,문학
9788937460586 ,싯다르타,헤르만 헤세 지음;박병덕 옮김,민음사,9968,331,853,문학
9791192504407 ,백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,9937,484,031,비문학
9788901276571 ,더 마인드 =무의식이 이끄는 부의 해답 /The mind ,하와이 대저택 지음,웅진씽크빅,9932,225,325.211,비문학
9791130630762 ,아비투스 :인간의 품격을 결정하는 7가지 자본 ,도리스 메르틴 지음 ;배명자 옮김,다산북스,9866,595,325.211,비문학
9791193506202 ,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙 ,버지니아 사티어 지음 ;강유리 옮김,콘텐츠그룹 포레스트,9812,236,598.1,비문학
9791190299770 ,모든 삶은 흐른다 :삶의 지표가 필요한 당신에게 바다가 건네는 말 ,로랑스 드빌레르 지음 ;이주영 옮김,Fika(피카),9810,514,199.1,비문학
9791167391209 ,신기한 맛 도깨비 식당 8,"김용세, 김병섭 (지은이), 센개 (그림)",꿈터,9809,461,None,비문학
9788932034812 ,여수의 사랑 :한강 소설집 ,지은이: 한강,문학과지성사,9803,183,813.62,문학
9791141607791 ,해든 분식 ,동지아 글 ;윤정주 그림,문학동네,9736,510,813.7,문학
9791130664903 ,너무 늦은 시간 :클레어 키건 소설 ,지은이: 클레어 키건 ;옮긴이: 허진,다산북스,9721,291,843.6,문학
9791158364724 ,꽁꽁꽁 댕댕 :윤정주 그림책 ,윤정주,책읽는곰,9692,456,813.7,문학
9791171179138 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,9686,502,711.4,비문학
9791193031414 ,(설민석의) 우리 고전 대모험,"글: 설민석,그림: 강신영",Dankkum i(단꿈아이),9684,545,813.5,문학
9791194530701 ,괴테는 모든 것을 말했다 ,스즈키 유이 지음 ;이지수 옮김,콘텐츠그룹 포레스트,9681,17,833.6,문학
9791192579818 ,잘못된 장소 잘못된 시간 ,질리언 매캘리스터 지음 ;이경 옮김,시옷북스,9650,249,843.6,문학
9788956605593 ,불안 ,알랭 드 보통 저 ;정영목 옮김,은행나무,9576,363,332.6,비문학
9791190538572 ,"딸아, 돈 공부 절대 미루지 마라 :돈과 인생에 대한 가장 현실적인 조언 50 ",박소연 지음,메이븐,9569,575,327.04,비문학
9788954641548 ,너무 시끄러운 고독 :보후밀 흐라발 장편소설 ,지은이: 보후밀 흐라발 ;옮긴이: 이창실,문학동네,9538,277,892.96,문학
9791190382502 ,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학 ",손웅정 지음,수오서재,9473,259,695.404,비문학
9791193031612 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),9459,552,219,비문학
9791171176649 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),9455,498,813.7,문학
9791168127012 ,"파쇄 :일단 마음먹고 칼을 집었으면, 뜸 들이지 마 ",지은이: 구병모,위즈덤하우스,9455,523,813.7,문학
9788984374973 ,네버 라이 :프리다 맥파든 장편소설 ,지은이: 프리다 맥파든 ;옮긴이: 이민희,밝은세상,9421,390,843.6,문학
9791193031667 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),9376,561,219,비문학
9788934926924 ,놓지 마 맞춤법,"신태훈,나승훈 글·그림",김영사,9374,559,711,비문학
9788937461798 ,브람스를 좋아하세요 ,프랑수아즈 사강 [지음] ;김남주 옮김,민음사,9359,370,863,문학
9791169850179 ,아주 세속적인 지혜 :400년 동안 사랑받은 인생의 고전 ,발타자르 그라시안 지음 ;강정선 옮김,Page2(페이지2북스),9335,270,199.1,비문학
9791193031513 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),9316,565,823.5,문학
9791168091238 ,변호사 어벤저스 :어린이 법학 동화,글: 고희정 ;그림: 최미란,가나문화콘텐츠,9313,547,360,비문학
9791197325892 ,음악소설집 ,"지은이: 김애란,편혜영",Franz(프란츠),9284,599,813.7,문학
9788936448844 ,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,9276,554,813.7,문학
9791173321009 ,내가 할배냥 ,홍민정 글 ;하민석 그림,김영사,9267,504,813.7,문학
9788965466970 ,생일엔 마라탕,글: 류미정 ;그림: 손수정,밝은미래,9223,579,813.7,문학
9791171177295 ,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),9197,526,980.2,비문학
9791193031438 ,(설민석의) 우리 고전 대모험,"글: 설민석,그림: 강신영",Dankkum i(단꿈아이),9195,625,813.5,문학
9791192504254 ,빨간내복야코,원작: 빨간내복야코 ;글·그림: 서후,샌드박스네트워크,9194,563,810,문학
9788937428234 ,비눗방울 퐁 :이유리 소설집 ,지은이: 이유리,민음사,9192,510,813.7,문학
9791171178346 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),9187,589,813.7,문학
9788934908296 ,놓지 마 맞춤법,"신태훈,나승훈 글·그림",김영사,9187,583,711,비문학
9791171711956 ,오백 년째 열다섯 :김혜정 장편소설,글: 김혜정 ;일러스트: 조현아,위즈덤하우스,9185,573,813.7,문학
9791199040311 ,살아갈 날들을 위한 괴테의 시 ,지은이: 김종원 ;일러스트: 황예나,퍼스트펭귄,9166,570,325.211,비문학
9791173470660 ,(흔한남매) 흔한 게임,원작: 흔한남매 ;그림: 도니패밀리,미래엔,9142,363,810,문학
9788949144511 ,내 인생 최악의 일주일 ,"지은이: 이바 아모리스,옮긴이: 김영진",비룡소,9141,607,843,문학
9791130650470 ,최악의 최애 ,김다노 글 ;남수현 그림,다산북스,9140,542,813.7,문학
9791192504322 ,빨간내복야코,원작: 빨간내복야코 ;글·그림: 서후,샌드박스네트워크,9121,568,810,문학
9791162041697 ,후덜덜 식당 ,글: 강효미 ;그림: 유영근,지학사,9061,579,813.7,문학
9791193031506 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),9052,596,823.5,문학
9791130654621 ,푸른 들판을 걷다 :클레어 키건 소설 ,지은이: 클레어 키건 ;옮긴이: 허진,다산북스,9048,230,843.6,문학
9791171175192 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),9040,569,813.7,문학
9791130655017 ,찬란한 멸종 :거꾸로 읽는 유쾌한 지구의 역사 ,이정모 지음,다산북스,9013,235,476.7,비문학
9791193031421 ,(설민석의) 우리 고전 대모험,"글: 설민석,그림: 강신영",Dankkum i(단꿈아이),9012,663,813.5,문학
9788956056531 ,여덟 단어 :인생을 대하는 우리의 자세 ,박웅현 지음,북하우스 퍼블리셔스,8973,424,818,문학
9791171713721 ,나의 작은 무법자 ,크리스 휘타커 지음 ;김해온 옮김,위즈덤하우스,8942,649,843.6,문학
9791193506073 ,사랑인 줄 알았는데 부정맥 ,"지은이: 전국유료실버타운협회,옮긴이: 이지수",콘텐츠그룹 포레스트,8942,296,831.6,문학
9791164065097 ,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,8935,297,833.6,문학
9788932034829 ,내 여자의 열매 :한강 소설집 ,지은이: 한강,문학과지성사,8897,250,813.62,문학
9791168090835 ,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,8896,588,510,비문학
9791192504384 ,빨간내복야코,원작: 빨간내복야코 ;글·그림: 서후,샌드박스네트워크,8862,613,810,문학
9791198948724 ,(똥볶이 할멈의) 힘 주는 말 ,글: 강효미 ;그림: 김무연,따끈따끈책방,8852,474,199,비문학
9788997381678 ,소년과 두더지와 여우와 말 ,찰리 맥커시 글·그림 ;이진경 옮김,상상의 힘,8835,613,843.6,문학
9791193031537 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),8774,627,823.5,문학
9791171241675 ,타키포오 얼렁뚱땅 상식스쿨,원작: 캐릭온TV ;그림: 조수현,대원씨아이,8750,672,031,비문학
9791192504483 ,백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,8749,466,031,비문학
9791193031520 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),8733,686,823.5,문학
9791193031711 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),8719,720,219,비문학
9788970123691 ,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상,8688,825,833.6,문학
9791193031230 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,8681,664,909,비문학
9791193031490 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),8647,722,823.5,문학
9791167375216 ,이호선의 나이 들수록,이호선 지음,은행나무,8614,508,189.2,비문학
9791168090804 ,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,8525,696,510,비문학
9791193937198 ,빛이 이끄는 곳으로 =백희성 장편소설 /La ou la lumiere me conduit ,지은이: 백희성,책읽어주는남자,8511,276,813.7,문학
9791168342422 ,변비 탐정 실룩,이나영 글 ;박소연 그림,인플루엔셜,8509,714,813.7,문학
9791168271999 ,부모의 어휘력 :정확히 말할수록 아이의 세상이 커지는 필수 어휘 126 ,김종원 지음,카시오페아,8486,281,598.1,비문학
9791166891496 ,하늘과 바람과 별과 인간 :원자에서 인간까지 ,지은이: 김상욱,바다출판사,8477,327,420.04,비문학
9788933872352 ,사랑을 무게로 안 느끼게 :박완서 에세이 ,지은이: 박완서,세계사(세계사컨텐츠그룹),8469,328,814.62,문학
9791159952050 ,"아빠 자판기 :아빠, 사랑, 딸, 놀이 ",글·그림: 조경희,노란돼지,8452,860,813.7,문학
9791172130633 ,입속 지느러미 :조예은 장편소설 ,지은이: 조예은,한겨레엔,8451,706,813.7,문학
9788992036962 ,고백 :미나토 가나에 장편소설 ,지은이: 미나토 가나에 ;옮긴이: 김선영,비채,8438,755,833.6,문학
9791193506394 ,"꽃길이 따로 있나, 내 삶이 꽃인 것을 ",오평선 지음,콘텐츠그룹 포레스트,8433,335,818,문학
9788949162621 ,학교 옆 만능빌딩 ,이현지 글 ;김민우 그림,비룡소,8409,554,813.7,문학
9791193031940 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),8403,612,219,비문학
9791187330295 ,완전 배출 :채소·과일·무첨가 주스는 어떻게 비만과 질병을 몰아내는가 ,조승우 지음,사이몬북스,8400,339,517.548,비문학
9791167140753 ,너는 다시 외로워질 것이다 :공지영 산문 ,지은이: 공지영,해냄(해냄출판사),8386,340,814.62,문학
9791168091528 ,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,8382,590,510,비문학
9791173320927 ,별별 직업 상담소 ,요시타케 신스케 글·그림 ;권남희 옮김,김영사,8372,808,321.55,비문학
9791160342147 ,천재 의사 시건방 :슈퍼 초능력 판타지,글: 강효미 ;그림: 유영근,머스트비,8371,786,813.7,문학
9791171171033 ,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),8366,772,420,비문학
9791164067169 ,사고뭉치 소방관 오케이,강효미 글 ;김경희 그림,길벗스쿨,8363,791,813.7,문학
9791171179794 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),8360,566,813.7,문학
9791198987600 ,트럼프 2.0 시대 =글로벌 대격변이 시작된다 /Trump 2.0 era ,박종훈 지음,글로퍼스,8357,294,331.544,비문학
9788925576633 ,블랙 쇼맨과 환상의 여자 ,지은이: 히가시노 게이고 ;옮긴이: 최고은,RHK(알에이치코리아),8355,345,833.6,문학
9788954648905 ,검은 사슴 :한강 장편소설 ,지은이: 한강,문학동네,8321,297,813.62,문학
9791160947250 ,내 마음 ㅅㅅㅎ :김지영 그림책 ,글·그림: 김지영,사계절(사계절출판사),8287,875,813.7,문학
9788950983482 ,정재승의 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),8253,834,511,비문학
9791171251360 ,붉은 궁 ,지은이: 허주은 ;옮긴이: 유혜인,시공사,8206,358,843.6,문학
9791158682934 ,(읽으면서 바로 써먹는) 어린이 OX 퀴즈 ,글·그림: 한날,파란정원,8204,712,031,비문학
9788954657129 ,아침 그리고 저녁 :욘 포세 장편소설 ,지은이: 욘 포세 ;옮긴이: 박경희,문학동네,8165,364,859.82,문학
9791172036669 ,타키포오 얼렁뚱땅 상식스쿨,원작: 캐릭온TV ;그림: 조수현,대원씨아이,8126,853,031,비문학
9791193638859 ,트렌드 코리아 2026 :2026 대한민국 소비트렌드 전망 ,"지은이: 김난도,김나은",미래의창,8093,294,320.911,비문학
9788982814471 ,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,8054,896,879,문학
9791158773120 ,(건강과 다이어트를 동시에 잡는) 채소·과일식 :단순하면서 자연스러운 가장 효과적인 식단 ,글: 조승우,바이북스,8052,377,517.548,비문학
9788965467083 ,생일엔 마라탕,글: 류미정 ;그림: 손수정,밝은미래,8027,875,813.7,문학
9791130698427 ,온 더 볼 =On the ball,성완 글 ;돌만 그림,다산북스,8017,978,813.7,문학
9791130696812 ,드래곤 마스터,글: 트레이시 웨스트 ;옮김: 윤영,다산북스,8009,982,843,문학
9788936439880 ,할매 =황석영 장편소설 /Grandma ,지은이: 황석영,창비,7984,27,813.62,문학
9791171722747 ,타키포오 얼렁뚱땅 상식스쿨,원작: 캐릭온TV ;그림: 조수현,대원씨아이,7982,899,031,비문학
9791193166659 ,"예술 도둑 :예술, 범죄, 사랑 그리고 욕망에 관한 위험하고 매혹적인 이야기 ",지은이: 마이클 핀클 ;옮긴이: 염지선,생각의힘,7942,341,844,문학
9791168091252 ,변호사 어벤저스 :어린이 법학 동화,글: 고희정 ;그림: 최미란,가나문화콘텐츠,7936,909,360,비문학
9791193031803 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,7930,929,909,비문학
9791193939222 ,마법의 푸드 트럭 ,박민희 글 ;안병현 그림,라곰스쿨,7919,883,360,비문학
9791193388075 ,나는 왜 남들보다 쉽게 지칠까 :무던해 보이지만 누구보다 예민한 HSP를 위한 심리학 ,최재훈 지음,서스테인,7894,351,182.12,비문학
9788972750031 ,악의 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,7833,894,833.6,문학
9788949162072 ,깊은 밤 필통 안에서 ,길상효 글 ;심보영 그림,비룡소,7828,906,813.7,문학
9788932923420 ,꿀벌의 예언 :베르나르 베르베르 장편소설 ,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,7816,407,863,문학
9791169791977 ,스즈메의 문단속 ,신카이 마코토 지음 ;민경욱 옮김,대원씨아이,7703,424,833.6,문학
9791198385963 ,치유를 파는 찻집 ,모리사와 아키오 지음 ;권하영 옮김,Book Plaza(북플라자),7685,428,833.6,문학
9788936480608 ,나의 인생만사 답사기 :유홍준 잡문집 ,지은이: 유홍준,창비,7674,373,818,문학
9788901219943 ,신경 끄기의 기술 :인생에서 가장 중요한것만 남기는 힘 ,마크 맨슨 지음 ;한재호 옮김,웅진씽크빅,7672,430,199.1,비문학
9791195522170 ,보편의 단어,이기주,말글터,7669,431,None,비문학
9791157847679 ,(박태웅의) AI 강의 2025 :인공지능의 출현부터 일상으로의 침투까지 우리와 미래를 함께할 새로운 지능의 모든 것 ,박태웅 지음,한빛비즈,7647,376,004.73,비문학
9791192625508 ,마음의 지혜 :내 삶의 기준이 되는 8가지 심리학 ,김경일 지음,콘텐츠그룹 포레스트,7626,439,189.1,비문학
9791193401217 ,"다시, 역사의 쓸모 :합리적이고 품위 있는 선택을 위한 20가지 지혜 ",최태성 지음,프런트페이지,7625,377,904,비문학
9791188331888 ,사장학개론 ,지은이: 김승호,스노우폭스북스,7577,448,325.24,비문학
9788925573229 ,(돈도 마음도 낭비 없이 나만의 행복을 버는) 저소비 생활 ,가제노타미 지음 ;정지영 옮김,RHK(알에이치코리아),7567,34,327.04,비문학
9788994702346 ,부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ,엠제이 드마코 지음 ;신소영 옮김,북새통,7562,451,327.04,비문학
9791171252565 ,웡카 ,글: 시빌 파운더 ;번역: 김난령,시공사,7561,452,843,문학
9788972757573 ,라플라스의 마녀 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,7555,453,833.6,문학
9791193262658 ,다정한 사람이 이긴다 ,이해인 지음,필름,7527,37,818,문학
9791130633619 ,부자의 그릇 :돈을 다루는 능력을 키우는 법 ,이즈미 마사토 지음 ;김윤수 옮김,다산북스,7524,457,327.04,비문학
9788991239685 ,백설공주에게 죽음을 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,7524,457,853,문학
9788901274379 ,슈퍼노멀 :폭발적인 성과를 만드는 평범한 사람들 ,주언규 지음,웅진씽크빅,7519,461,325.211,비문학
9791192625959 ,잘되는 집들의 비밀 =부와 운을 부르는 공간과 삶에 관한 이야기 /Secrets of thriving homes ,정희숙 지음,콘텐츠그룹 포레스트,7508,465,595.4,비문학
9788901273563 ,그럴 수 있어 :양희은 에세이 ,지은이: 양희은,웅진씽크빅,7489,468,818,문학
9791162544327 ,렛뎀 이론 :인생이 '나'로 충만해지는 내버려두기의 기술 ,"멜 로빈스,윤효원 옮김",비즈니스북스,7471,40,189.1,비문학
9788901279282 ,(유목민의) 투자의 정석 ,유목민 지음,웅진씽크빅,7455,477,327.856,비문학
9791191859836 ,나는 읽고 쓰고 버린다 :손웅정의 말 ,지은이: 손웅정,난다,7453,478,695.404,비문학
9791164064748 ,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,7439,481,833.6,문학
9788950941598 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),7416,486,219,비문학
9788949162546 ,해님 달님 떡집 ,김리리 글 ;김이랑 그림,비룡소,7413,487,813.7,문학
9791158512859 ,나는 나의 스무 살을 가장 존중한다 ,이하영 지음,토네이도미디어그룹,7358,501,325.211,비문학
9791192483146 ,희망의 끈,"히가시노 게이고 (지은이), 김난주 (옮긴이)",재인,7354,502,None,비문학
9791170611875 ,시대예보 :호명사회 =Forecast of the times : nominative society ,저자: 송길영,교보문고,7349,402,331.544,비문학
9791141607241 ,빛과 멜로디 :조해진 장편소설 ,지은이: 조해진,문학동네,7319,411,813.7,문학
9791173323027 ,호의에 대하여 :문형배 에세이 ,지은이: 문형배,김영사,7247,48,818,문학
9791130627878 ,내가 원하는 것을 나도 모를 때 :잃어버린 나를 찾는 인생의 문장들 ,전승환 지음,다산북스,7221,426,818,문학
9788950973353 ,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),7209,529,980.2,비문학
9791140710690 ,인생의 의미 :삶의 마지막 여정에서 찾은 가슴 벅찬 7가지 깨달음 ,토마스 힐란드 에릭센 지음 ;이영래 옮김,길벗,7206,429,389,비문학
9791167373724 ,라디오 체조 :오쿠다 히데오 장편소설 ,지은이: 오쿠다 히데오 ;옮긴이: 이영미,은행나무,7198,532,833.6,문학
9791164064410 ,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,7196,533,833.6,문학
9791193262238 ,돈 공부를 시작하고 인생의 불안이 사라졌다 :믿는 구석 없는 우리를 위한 매운맛 재테크 멘탈 수업 ,할미언니 지음,필름,7173,436,327.04,비문학
9788936438869 ,아주 오랜만에 행복하다는 느낌 :백수린 에세이 ,지은이: 백수린,창비,7160,542,814.7,문학
9788932034836 ,노랑무늬영원 :한강 소설집 ,지은이: 한강,문학과지성사,7151,441,813.62,문학
9791193506332 ,무례한 친구가 생겼어요 :건강한 우정을 위한 경계를 설정하는 방법 ,크리스티나 퍼니발 글 ;이은경 옮김,포레스트,7128,549,189,비문학
9791171240593 ,레이크사이드 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 민경욱,대원씨아이,7111,551,833.6,문학
9791198013088 ,(열심히 살아봤지만 허무함에 지친 당신을 위한) 김미경의 딥마인드 ,김미경 지음,엠케이유니버스,7088,448,325.211,비문학
9791157686179 ,"인스타 브레인 =몰입을 빼앗긴 시대, 똑똑한 뇌 사용법 /Insta brain ",안데르스 한센 지음 ;김아영 옮김,동양북스,7077,557,511.1813,비문학
9788925566511 ,월급쟁이 부자로 은퇴하라 :3년 만에 30년 치 연봉을 번 김 과장의 시스템 마련법 ,너나위 지음,RHK(알에이치코리아),7068,559,327.87,비문학
9791130648385 ,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학 ,김성근 지음,다산북스,7066,561,695.704,비문학
