ISBN,bookname,authors,publisher,total_loans,best_rank,class_no,category
9791198026811 ,"10대를 위한 총균쇠 수업 :gun, germs, and steel ",김정진 지음,넥스트씨,17998,279,389,비문학
9791158682798 ,(읽으면서 바로 써먹는) 어린이 세계 여행 ,글·그림: 한날,파란정원,17997,405,980,비문학
9791164135851 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,17971,434,219,비문학
9788952776372 ,리틀 라이프 :한야 야나기하라 장편소설,지은이: 한야 야나기하라 ;옮긴이: 권진아,시공사,17938,374,843.6,문학
9791189352745 ,내가 한 말을 내가 오해하지 않기로 함 ,지은이: 문상훈,위너스북,17930,241,818,문학
9791191043976 ,"오늘 밤, 세계에서 이 눈물이 사라진다 해도 ",이치조 미사키 지음 ;김윤경 옮김,바이포엠 스튜디오,17903,342,833.6,문학
9791165383114 ,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,17874,325,911,비문학
9791191496949 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),17867,443,219,비문학
9788966350278 ,바다 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,17851,423,833.6,문학
9791171711451 ,빨간내복야코 맞춤법 절대 안 틀리는 책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,17846,296,711,비문학
9788950997717 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,17809,370,711.4,비문학
9788954427173 ,시간을 파는 상점 :김선영 장편소설 ,지은이: 김선영,자음과모음,17801,382,813.7,문학
9791193262184 ,아이가 없는 집 ,지은이: 알렉스 안도릴 ;옮긴이: 유혜인,필름,17770,290,859.7,문학
9791189686710 ,이상한 무인 아이스크림 가게 ,서아람 글 ;안병현 그림,라곰스쿨,17725,398,813.7,문학
9791190786508 ,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,17705,406,813.7,문학
9788934935193 ,흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,17702,126,400,비문학
9788936439002 ,두고 온 여름 :성해나 소설 ,지은이: 성해나,창비,17675,142,813.7,문학
9791170612759 ,가공범 ,지은이: 히가시노 게이고 ;옮긴이: 김선영,교보문고,17670,15,833.6,문학
9788950983680 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,17663,390,813.7,문학
9791158364083 ,오싹오싹 편의점 :김영진 그림책 ,지은이: 김영진,책읽는곰,17644,349,813.7,문학
9788950971397 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),17626,383,219,비문학
9791162203392 ,아가미 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,17589,463,813.7,문학
9791195522125 ,언어의 온도 :말과 글에는 나름의 따뜻함과 차가움이 있다 ,지은이: 이기주,말글터,17582,425,818,문학
9788950993153 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,17572,379,711.4,비문학
9791130695723 ,열다섯에 곰이라니 :추정경 장편소설 ,지은이: 추정경,다산북스,17572,359,813.7,문학
9791165382988 ,설민석의 한국사 대모험 18 - 후삼국 편 : 온달의 기묘한 시간 여행,"설민석, 스토리박스 (지은이), 정현희 (그림), 강석화 (감수)",아이휴먼,17550,351,None,비문학
9791169812085 ,츠츠츠츠 :이지은 그림책 ,글·그림: 이지은,사계절(사계절출판사),17525,241,813.7,문학
9791167390837 ,신기한 맛 도깨비 식당,"김용세,센개 그림",꿈터,17390,361,813.7,문학
9791190538510 ,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42 ,김혜남 지음,메이븐,17378,154,199.1,비문학
9788993178692 ,"지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ",지은이: 팀 마샬 ;옮긴이: 김미선,사이,17365,322,340.98,비문학
9791196893132 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,17357,408,909,비문학
9788936455668 ,건전지 아빠 :전승배·강인숙 그림책 ,"지은이: 전승배,강인숙",창비,17334,376,813.7,문학
9791168125803 ,오백 년째 열다섯 :김혜정 장편소설,글: 김혜정 ;일러스트: 조현아,위즈덤하우스,17239,483,813.7,문학
9791162041567 ,후덜덜 식당 ,글: 강효미 ;그림: 유영근,지학사,17235,385,813.7,문학
9791167391018 ,신기한 맛 도깨비 식당,"김용세,센개 그림",꿈터,17188,363,813.7,문학
9791192372730 ,"위버멘쉬 :누구의 시선도 아닌, 내 의지대로 살겠다는 선언 ",프리디리히 니체 지음 ;어나니머스 옮김,Rise(떠오름코퍼레이션),17185,24,165.77,비문학
9791167390929 ,신기한 맛 도깨비 식당,"김용세,센개 그림",꿈터,17177,350,813.7,문학
9788950995904 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,17156,396,711.4,비문학
9788950932435 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,17148,356,711.4,비문학
9791191496062 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),17143,497,823.5,문학
9791188874217 ,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,17134,352,911,비문학
9788950942274 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,17123,386,711.4,비문학
9788936442804 ,푸른 사자 와니니 :이현 장편동화,지은이: 이현 ;그린이: 오윤화,창비,17115,605,813.7,문학
9791158161767 ,이 지랄맞음이 쌓여 축제가 되겠지 :조승리 에세이 ,글: 조승리,달 출판사,17107,230,818,문학
9791158682538 ,(읽으면서 바로 써먹는) 어린이 맞춤법 행성 ,글·그림: 한날,파란정원,17106,436,711,비문학
9791198179982 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),17074,489,219,비문학
9788901280684 ,찌그러져도 동그라미입니다 :김창완 에세이 ,지은이: 김창완,웅진씽크빅,17002,239,818,문학
9791171171019 ,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),16990,449,420,비문학
9791196893187 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,16961,437,909,비문학
9791171172825 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16951,490,711.4,비문학
9791168419018 ,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,16946,112,400,비문학
9791192483207 ,금단의 마술,"히가시노 게이고 (지은이), 김난주 (옮긴이)",재인,16944,177,None,비문학
9791164138920 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,16933,478,219,비문학
9791193128428 ,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사 ",임소미 지음,빅피시,16931,160,909,비문학
9791164067183 ,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,16919,435,833.6,문학
9788937460449 ,데미안 ,지은이: 헤르만 헤세 ;옮긴이: 전영애,민음사,16899,391,853,문학
9788950976118 ,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),16852,378,980.2,비문학
9791197578410 ,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),16843,446,001,비문학
9791130604626 ,이토록 공부가 재미있어지는 순간 :공부에 지친 청소년들을 위한 힐링 에세이 ,박성혁 지음,다산북스,16840,354,373,비문학
9791193031209 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),16837,521,219,비문학
9788950942694 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16826,389,711.4,비문학
9788952736253 ,유괴의 날 :정해연 장편소설 ,지은이: 정해연,시공사,16823,405,813.7,문학
9788950973766 ,곰탕 :김영탁 장편소설 ,지은이: 김영탁,Arte(아르테),16819,480,813.7,문학
9791191496130 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),16816,524,823.5,문학
9788950984144 ,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),16788,368,980.2,비문학
9788950970901 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16786,375,711.4,비문학
9791164139927 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,16767,514,219,비문학
9791168415744 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,16756,509,219,비문학
9788950971434 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16739,441,219,비문학
9788936448172 ,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,16736,472,813.7,문학
9788956607030 ,28 :정유정 장편소설 ,지은이: 정유정,은행나무,16731,493,813.7,문학
9791167390691 ,신기한 맛 도깨비 식당,"김용세,센개 그림",꿈터,16725,427,813.7,문학
9791164137893 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,16716,515,219,비문학
9791168411333 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,16709,527,219,비문학
9788954640718 ,흰 :한강 소설 ,지은이: 한강,문학동네,16691,180,813.62,문학
9788950983086 ,정재승의 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),16678,444,511,비문학
9791168341623 ,(시원하게 도와주는) 북극곰 센터 ,황지영 글 ;박소연 그림,인플루엔셜,16676,455,813.7,문학
9791189015381 ,돌이킬 수 있는 =문목하 장편소설 /Eversible ,지은이: 문목하,아작,16676,482,813.7,문학
9788950971410 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16674,429,219,비문학
9788950983697 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,16667,450,813.7,문학
9791189686826 ,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공 ,지은이: 고명환,라곰,16653,283,029.4,비문학
9788993242706 ,장수탕 선녀님 ,지은이: 백희나,책읽는곰,16643,369,813.7,문학
9788966350759 ,하늘 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,16628,538,833.6,문학
9791189001261 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,16625,399,909,비문학
9791164136667 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,16604,538,219,비문학
9788950945565 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16599,395,711.4,비문학
9788952791160 ,날씨가 좋으면 찾아가겠어요 :이도우 장편소설 ,지은이: 이도우,시공사,16590,528,813.7,문학
9788950989804 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16587,462,711.4,비문학
9788932024639 ,서랍에 저녁을 넣어 두었다 :한강 시집 ,지은이: 한강,문학과지성사,16570,131,811.62,문학
9788965138068 ,그의 운명에 대한 아주 개인적인 생각 ,지은이: 유시민,아름다운사람들,16563,323,340.911,비문학
9791197437311 ,백년허리 :백년 동안 간직할 허리 사용설명서 ,저자: 정선근,언탱글링,16545,499,514.325,비문학
9791198752406 ,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여 ,이은경 지음,서교책방,16535,290,598.125,비문학
9788950922955 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16456,422,711.4,비문학
9788950984748 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16438,475,711.4,비문학
9788950971472 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16436,455,219,비문학
9788950971465 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16427,456,219,비문학
9788950971489 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16426,454,219,비문학
9791159950681 ,엄마 자판기 ,글·그림: 조경희,노란돼지,16423,516,813.7,문학
9788950971427 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16374,470,219,비문학
9788998274931 ,봉제인형 살인사건 :다니엘 콜 장편소설 ,저자: 다니엘 콜 ;옮긴이: 유혜인,Book plaza(북플라자),16374,521,843.6,문학
9791193647646 ,시한부 :백은별 장편소설 ,지은이: 백은별,바른북스,16353,115,813.7,문학
9788950983710 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,16353,508,813.7,문학
9791196893194 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,16345,511,909,비문학
9788937473166 ,해가 지는 곳으로 :최진영 장편소설 ,지은이: 최진영,민음사,16344,466,813.7,문학
9791198809940 ,탕비실 :이미예 소설 ,지은이: 이미예,오팬하우스,16342,243,813.7,문학
9788901232232 ,팥빙수의 전설 :이지은 그림책 ,글·그림: 이지은,웅진씽크빅,16309,491,813.7,문학
9791193031117 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,16290,426,909,비문학
9788950971571 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16273,473,219,비문학
9788950971588 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16265,443,219,비문학
9788950987749 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16254,494,711.4,비문학
9788998274795 ,돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ,저자: 야쿠마루 가쿠 ;옮긴이: 김성미,Book plaza(북플라자),16232,415,833.6,문학
9791164139880 ,흔한남매 겨울밤 대소동 :흔한남매 스페셜 에디션 겨울 ,원작: 흔한남매 ;그림: 유난희,미래엔,16222,498,810,문학
9791164065745 ,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,16207,218,833.6,문학
9791168412712 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,16202,566,219,비문학
9791164060948 ,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,16197,417,833.6,문학
9788950971564 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16181,447,219,비문학
9788954691673 ,트러스트 :에르난 디아스 장편소설 ,지은이: 에르난 디아스 ;옮긴이: 강동혁,문학동네,16137,189,843.6,문학
9788950971403 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),16134,471,219,비문학
9788950982898 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,16127,495,711.4,비문학
9791190409391 ,하늘 마을로 간 택배 :구름 배송 왔습니다 ,글: 김경미 ;그림: 김무연,슈크림북,16114,507,813.7,문학
9788932023151 ,비행운 :김애란 소설집 ,지은이: 김애란,문학과지성사,16097,304,813.7,문학
9791164137800 ,에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,16060,503,472,비문학
9788937834790 ,정의란 무엇인가 ,지은이: 마이클 샌델 ;옮긴이: 김명철,미래엔,16056,582,193,비문학
9791191496017 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,16051,522,909,비문학
9788957361955 ,어린 왕자,생텍쥐페리 지음;김숙 그림,가나출판사,16005,574,863,문학
9791168342941 ,박곰희 연금 부자 수업 :4개의 통장으로 월 300만원 만들기 ,박곰희 지음,인플루엔셜,15998,16,327.8,비문학
9788901243658 ,기분이 태도가 되지 않게 :기분 따라 행동하다 손해 보는 당신을 위한 심리 수업 ,레몬심리 지음 ;박영란 옮김,웅진씽크빅,15993,401,181.71,비문학
9791187119845 ,나는 나로 살기로 했다 :냉담한 현실에서 어른살이를 위한 to do list ,글·그림: 김수현,마음의숲,15987,621,818,문학
9791157855506 ,브로콜리지만 사랑받고 싶어 ,"별다름,서영 그림",키다리,15970,379,813.7,문학
9791193031278 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),15965,568,219,비문학
9788936448264 ,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,15956,512,813.7,문학
9791193031216 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,15942,484,909,비문학
9791191496154 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),15886,624,823.5,문학
9791158364519 ,감정 호텔 :내 마음이 머무는 곳 ,리디아 브란코비치 글·그림 ;장미란 옮김,책읽는곰,15853,507,181,비문학
9791191496055 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,15850,531,909,비문학
9791171174713 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,15825,453,711.4,비문학
9788965466833 ,생일엔 마라탕,글: 류미정 ;그림: 손수정,밝은미래,15825,444,813.7,문학
9791167763846 ,풍수전쟁 :김진명 장편소설 ,지은이: 김진명,이타(이타북스),15806,214,813.62,문학
9788937461033 ,인간 실격,다자이 오사무 지음;김춘미 옮김,민음사,15775,501,833.6,문학
9791173473968 ,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,15752,307,810,문학
9791164137503 ,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,15742,508,830,문학
9791171173310 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),15742,541,813.7,문학
9791191119114 ,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,15722,548,813.7,문학
9788950971502 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),15719,540,219,비문학
9791168418950 ,흔한남매 이상한 나라의 고전 읽기,최재훈 글 ;정주연 그림,미래엔,15705,143,813.5,문학
9791165735043 ,개욕탕 ,김유 글 ;소복이 그림,천개의바람,15700,494,813.7,문학
9788950971458 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),15699,518,219,비문학
9791168411937 ,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,15682,631,219,비문학
9788950971441 ,그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),15637,527,219,비문학
9788950983703 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,15613,552,813.7,문학
9791168411784 ,에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,15601,550,472,비문학
9788950980801 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,15555,544,711.4,비문학
9788993242980 ,슈퍼 거북 ,유설화 글·그림,책읽는곰,15551,680,813.7,문학
9791164065530 ,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,15551,223,833.6,문학
9788950993542 ,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,15517,582,813.7,문학
9791192300917 ,"오십에 읽는 주역 :팔자, 운세, 인생을 바꾸는 3,000년의 지혜 ",강기진 지음,유노콘텐츠그룹,15510,476,141.2,비문학
9791130642710 ,수상한 이웃집 시노다,도미야스 요코 글 ;송지현 옮김,다산북스,15485,555,833.6,문학
9788936477936 ,"알로하, 나의 엄마들 :이금이 장편소설 ",지은이: 이금이,창비,15468,554,813.7,문학
9791190538602 ,생각이 너무 많은 어른들을 위한 심리학 :후회 없는 삶을 살고 싶은 당신에게 해 주고 싶은 말들 ,김혜남 지음,메이븐,15438,222,186.5,비문학
9788934993483 ,(내 멋대로) 친구 뽑기 ,최은옥 글 ;김무연 그림,김영사,15438,580,813.7,문학
9791187142560 ,데일 카네기 인간관계론 ,데일 카네기 지음 ;임상훈 옮김,현대지성,15434,559,331.18,비문학
9791193262122 ,일류의 조건 ,지은이: 사이토 다카시 ;옮긴이: 정현,필름,15400,311,325.211,비문학
9791193235119 ,마지막 마음이 들리는 공중전화 :이수연 장편소설 ,지은이: 이수연,클레이하우스,15354,253,813.7,문학
9791168418783 ,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,15322,141,472,비문학
9788990611260 ,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,15310,661,833.6,문학
9788934942641 ,놓지 마 맞춤법,"신태훈,나승훈 글·그림",김영사,15298,562,711,비문학
9791191583052 ,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,15287,563,813.7,문학
9788954673105 ,여름의 빌라 :백수린 소설 ,지은이: 백수린,문학동네,15282,610,813.7,문학
9791191496147 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,15270,578,909,비문학
9791168418516 ,흔한남매 이무기 :이해하면 무서운 이야기,원작: 흔한남매 ;그림: 도니패밀리,미래엔,15267,164,810,문학
9788989863915 ,지하 100층짜리 집 ,글·그림: 이와이 도시오 ;옮긴이: 김숙,북뱅크,15261,639,833.6,문학
9791191496697 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),15260,628,823.5,문학
9788950983093 ,정재승의 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),15239,616,511,비문학
9791173320101 ,흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,15232,121,400,비문학
9788936448424 ,달콤 짭짤 코파츄 :다영 과학동화,지은이: 다영 ;그린이: 밤코,창비,15224,600,400,비문학
9788957361993 ,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,15223,658,510,비문학
9791191496000 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,15203,566,909,비문학
9788947547260 ,세금 내는 아이들 ,옥효진 글 ;김미연 그림,한경BP,15194,558,327,비문학
9791193031223 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,15184,682,909,비문학
9788954675314 ,행운이 너에게 다가오는 중 :이꽃님 장편소설 ,지은이: 이꽃님,문학동네,15143,721,813.7,문학
9788954697354 ,사라진 것들 :앤드루 포터 소설 ,지은이: 앤드루 포터 ;옮긴이: 민은영,문학동네,15142,329,843.6,문학
9791198610607 ,알사탕 제조법 :백희나 그림책 ,백희나,스토리보울,15118,360,813.7,문학
9791171171026 ,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),15101,650,420,비문학
9791192759395 ,왔구마 :고구마구마,"글: 조주희,이두희",킨더랜드,15098,728,813.7,문학
9791191496185 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),15093,714,823.5,문학
9788925575360 ,블랙 쇼맨과 운명의 바퀴 ,지은이: 히가시노 게이고 ;옮긴이: 최고은,RHK(알에이치코리아),15073,230,833.6,문학
9791193031377 ,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),15068,554,219,비문학
9791167391087 ,신기한 맛 도깨비 식당 7,"김용세, 김병섭 (지은이), 센개 (그림)",꿈터,15063,512,None,비문학
9788960532410 ,토지 :박경리 대하소설,지은이: 박경리,마로니에북스,15055,701,813.6,문학
9791191496635 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),14999,710,823.5,문학
9791191496598 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),14987,720,823.5,문학
9788937437564 ,참을 수 없는 존재의 가벼움 ,지은이: 밀란 쿤데라 ;옮긴이: 이재룡,민음사,14983,558,892.96,문학
9791191496727 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),14972,700,823.5,문학
9791196722012 ,너무나 많은 여름이 ,김연수 지음,레제,14962,293,813.62,문학
9791194184034 ,즐거운 어른 :이옥선 산문 ,지은이: 이옥선,이야기장수,14961,679,818,문학
9791168090200 ,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,14945,704,510,비문학
9788936448608 ,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,14944,571,813.7,문학
9791130692258 ,하쿠다 사진관 :허태연 장편소설 ,지은이: 허태연,다산북스,14927,338,813.7,문학
9791191496703 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,14915,657,909,비문학
9788989863786 ,100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,14884,682,833.6,문학
9791194330592 ,흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,14861,165,400,비문학
9791191496673 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),14833,705,823.5,문학
9791168090743 ,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,14785,735,510,비문학
9791191496680 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),14784,712,823.5,문학
9791191496659 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),14767,727,823.5,문학
9788934991991 ,내 멋대로 반려동물 뽑기 ,최은옥 글 ;김무연 그림,김영사,14742,671,813.7,문학
9788936455842 ,튤립 호텔 :김지안 그림책 ,지은이: 김지안,창비,14740,733,813.7,문학
9788995151204 ,난장이가 쏘아올린 작은 공:조세희 소설집,조세희,이성과 힘,14720,753,813.6,문학
9788957362020 ,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,14717,736,510,비문학
9791139716146 ,행동하지 않으면 인생은 바뀌지 않는다 :위대한 변화를 이끌어내는 아주 작은 실행의 힘 ,브라이언 트레이시 지음 ;정지현 옮김,현대지성,14679,152,325.211,비문학
9788932917207 ,(하퍼 리) 앵무새 죽이기 :하퍼 리 장편소설 ,지은이: 하퍼 리 ;옮긴이: 김욱동,열린책들,14662,555,843.5,문학
9791191496666 ,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),14658,718,823.5,문학
9788936438036 ,일의 기쁨과 슬픔 :장류진 소설집 ,지은이: 장류진,창비,14613,695,813.7,문학
9791158362249 ,"용기를 내, 비닐장갑! :유설화 그림책 ",유설화,책읽는곰,14594,598,813.7,문학
9791171171255 ,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,14592,332,711.4,비문학
9791191496161 ,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,14590,700,909,비문학
9788949161341 ,만복이네 떡집 ,김리리 글 ;이승현 그림,비룡소,14567,686,813.7,문학
9788959897179 ,트렌드 코리아 2024 :청룡을 타고 비상하는 2024를 기원하며! ,"지은이: 김난도,전다현",미래의창,14564,416,320.911,비문학
9788937434488 ,노르웨이의 숲 =Norwegian wood ,지은이: 무라카미 하루키 ;옮긴이: 양억관,민음사,14560,495,833.6,문학
